MEASURED_IN_DATE,WELL_NAME,INTAKE
2022-07-05,9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,0
2022-07-06,9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,0
2022-07-07,9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,0
2022-07-08,9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,0
2022-07-09,9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,0
2022-07-10,9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,0
2022-07-11,9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,0
2022-07-12,9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,0
2022-07-13,9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,0
2022-07-14,9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,0
2022-07-15,9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,0
2022-07-16,9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,0
2022-07-17,9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,0
2022-07-18,9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,0
2022-07-19,9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,0
2022-07-20,9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,0
2022-07-21,9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,0
2022-07-22,9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,0
2022-07-23,9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,0
2022-07-24,9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,0
2022-07-25,9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,0
2022-07-26,9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,0
2022-07-27,9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,0
2022-07-28,9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,0
2022-07-29,9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,0
2022-07-30,9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,0
2022-07-31,9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,0
2022-08-01,9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,0
2022-08-02,9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,0
2022-08-03,9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,0
2022-08-04,9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,0
2022-08-05,9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,0
2022-08-06,9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,0
2022-08-07,9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,0
2022-08-08,9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,0
2022-08-09,9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,0
2022-08-10,9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,0
2022-08-11,9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,0
2022-08-12,9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,0
2022-08-13,9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,0
2022-08-14,9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,0
2022-08-15,9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,0
2022-08-16,9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,0
2022-08-17,9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,0
2022-08-18,9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,0
2022-08-19,9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,0
2022-08-20,9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,0
2022-08-21,9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,0
2022-08-22,9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,0
2022-08-23,9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,0
2022-08-24,9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,0
2022-08-25,9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,0
2022-08-26,9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,0
2022-08-27,9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,0
2022-08-28,9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,0
2022-08-29,9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,0
2022-08-30,9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,0
2022-08-31,9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,0
2022-09-01,9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,0
2022-09-02,9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,0
2022-09-03,9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,0
2022-09-04,9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,0
2022-09-05,9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,0
2022-09-06,9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,0
2022-09-07,9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,0
2022-09-08,9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,0
2022-09-09,9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,0
2022-09-10,9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,0
2022-09-11,9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,0
2022-09-12,9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,0
2022-09-13,9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,0
2022-09-14,9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,0
2022-09-15,9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,0
2022-09-16,9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,0
2022-09-17,9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,0
2022-09-18,9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,0
2022-09-19,9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,0
2022-09-20,9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,0
2022-09-21,9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,0
2022-09-22,9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,0
2022-09-23,9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,0
2022-09-24,9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,0
2022-09-25,9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,0
2022-09-26,9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,0
2022-09-27,9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,0
2022-09-28,9f9fa444aef5d9f7c78fcaa7592a7bdfda2b26a47f306bacc22eaeb00435205c,0
2022-07-15,281a946a2708a500abc913f1ccf425fd57719a7248f0a45bebb16018556b6de7,0
2022-07-16,281a946a2708a500abc913f1ccf425fd57719a7248f0a45bebb16018556b6de7,0
2022-07-17,281a946a2708a500abc913f1ccf425fd57719a7248f0a45bebb16018556b6de7,0
2022-07-18,281a946a2708a500abc913f1ccf425fd57719a7248f0a45bebb16018556b6de7,0
2022-07-19,281a946a2708a500abc913f1ccf425fd57719a7248f0a45bebb16018556b6de7,0
2022-07-20,281a946a2708a500abc913f1ccf425fd57719a7248f0a45bebb16018556b6de7,0
2022-07-21,281a946a2708a500abc913f1ccf425fd57719a7248f0a45bebb16018556b6de7,0
2022-07-22,281a946a2708a500abc913f1ccf425fd57719a7248f0a45bebb16018556b6de7,0
2022-07-23,281a946a2708a500abc913f1ccf425fd57719a7248f0a45bebb16018556b6de7,0
2022-07-24,281a946a2708a500abc913f1ccf425fd57719a7248f0a45bebb16018556b6de7,0
2022-07-25,281a946a2708a500abc913f1ccf425fd57719a7248f0a45bebb16018556b6de7,0
2022-07-26,281a946a2708a500abc913f1ccf425fd57719a7248f0a45bebb16018556b6de7,0
2022-07-27,281a946a2708a500abc913f1ccf425fd57719a7248f0a45bebb16018556b6de7,0
2022-07-28,281a946a2708a500abc913f1ccf425fd57719a7248f0a45bebb16018556b6de7,0
2022-07-29,281a946a2708a500abc913f1ccf425fd57719a7248f0a45bebb16018556b6de7,0
2022-07-30,281a946a2708a500abc913f1ccf425fd57719a7248f0a45bebb16018556b6de7,0
2022-07-31,281a946a2708a500abc913f1ccf425fd57719a7248f0a45bebb16018556b6de7,0
2022-08-01,281a946a2708a500abc913f1ccf425fd57719a7248f0a45bebb16018556b6de7,0
2022-08-02,281a946a2708a500abc913f1ccf425fd57719a7248f0a45bebb16018556b6de7,0
2022-08-03,281a946a2708a500abc913f1ccf425fd57719a7248f0a45bebb16018556b6de7,0
2022-08-04,281a946a2708a500abc913f1ccf425fd57719a7248f0a45bebb16018556b6de7,0
2022-08-05,281a946a2708a500abc913f1ccf425fd57719a7248f0a45bebb16018556b6de7,0
2022-08-06,281a946a2708a500abc913f1ccf425fd57719a7248f0a45bebb16018556b6de7,0
2022-08-07,281a946a2708a500abc913f1ccf425fd57719a7248f0a45bebb16018556b6de7,0
2022-08-08,281a946a2708a500abc913f1ccf425fd57719a7248f0a45bebb16018556b6de7,0
2022-08-09,281a946a2708a500abc913f1ccf425fd57719a7248f0a45bebb16018556b6de7,0
2022-08-10,281a946a2708a500abc913f1ccf425fd57719a7248f0a45bebb16018556b6de7,0
2022-08-11,281a946a2708a500abc913f1ccf425fd57719a7248f0a45bebb16018556b6de7,0
2022-08-12,281a946a2708a500abc913f1ccf425fd57719a7248f0a45bebb16018556b6de7,0
2022-08-13,281a946a2708a500abc913f1ccf425fd57719a7248f0a45bebb16018556b6de7,0
